National Administrator	Account Type	Account Holder Name	Installation ID	Company Registration No	Account Status	Type	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Installation ID	Installation Name	Permit ID	Permit Entry Date	Permit Expiry/Revocation Date	Subsidiary Company	Parent Company	E-PRTR identification	Main Address Line	Secondary Address Line	Postal Code	City	Country	Latitude	Longitude	Main Activity	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Allowance_Allocation_2005	Verified_Emission_2005	Allowance_Allocation_2006	Verified_Emission_2006	Allowance_Allocation_2007	Verified_Emission_2007	Allowance_Allocation_2008	Verified_Emission_2008	Allowance_Allocation_2009	Verified_Emission_2009	Allowance_Allocation_2010	Verified_Emission_2010	Allowance_Allocation_2011	Verified_Emission_2011	Allowance_Allocation_2012	Verified_Emission_2012	Allowance_Allocation_2013	Verified_Emission_2013	Allowance_Allocation_2014	Verified_Emission_2014	Allowance_Allocation_2015	Verified_Emission_2015	Allowance_Allocation_2016	Verified_Emission_2016	Allowance_Allocation_2017	Verified_Emission_2017	Allowance_Allocation_2018	Verified_Emission_2018	Allowance_Allocation_2019	Verified_Emission_2019	Allowance_Allocation_2020	Verified_Emission_2020	
Hungary	100-Holding Account	PICK SZEGED Szalámigyár és Húsüzem ZRt. 	162	06-10-000065	open	Account holder	PICK SZEGED Szalámigyár és Húsüzem ZRt.	Szabadkai út	18	6725	Szeged	Hungary	162	Pick Szeged Rt. Központi telepe (tüzeloberend.)	HU-UHG5378-1-04	2005-01-01				8.(b).I	Szabadkai út	18	6725	Szeged	HU	46.239600373	20.122274007	20-Combustion of fuels	Gábor Kovács	Szabadkai út	18	6725	Szeged	HU	12870	9562	12870	11885	12870	11059	13515	11261	13515	10465	13515	11073	13515	10765	13515	10638	8060	10010	7213	9273	6389	10199	5590		4816		4067		3342		2643		
Hungary	100-Holding Account	Piszkei Papír ZRt. f.a 	163	13-10-041039	closed	Account holder	Piszkei Papír ZRt. f.a	Rákóczi utca	161	2541	Lábatlan	Hungary	163	Piszkei Papír Rt. Kazánház	HU-UHG5561-10-04	2005-01-01	2010-03-09			6.(b)	Rákóczi utca	161	2541	Lábatlan	HU	47.756805174	18.467629243	9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board	András Ecsédi	Rákóczi utca	161	2541	Lábatlan	HU	28123	24898	28123	24958	28123	25468	25148	16046	25148	0	0		0		0																		
Hungary	100-Holding Account	Veolia Energia ZRt. 	164	13-10-041573	closed	Account holder	Veolia Energia ZRt.	Szabadság út	301.	2040	Budaörs	Hungary	164	Fejér Megyei Szent György Kórház	HU-UHG5199-1-04	2005-01-01					Seregélyesi utca	3	8000	Székesfehérvár	HU	47.191223116	18.436738962	1-Combustion installations with a rated thermal input exceeding 20 MW	István Tolnai	Seregélyesi utca	3	8000	Székesfehérvár	HU	10086	9336	10086	9161	10086	8860						Not Reported																					
Hungary	100-Holding Account	Veolia Energia ZRt. 	165	13-10-041573	closed	Account holder	Veolia Energia ZRt.	Szabadság út	301.	2040	Budaörs	Hungary	165	MÁV Rt. Bp. Nyugati pu. kazánház	HU-UHG5476-1-04	2005-01-01	2010-03-09				Teréz krt.	55-57	1062	Budapest	HU	47.191223116	18.436738962	1-Combustion installations with a rated thermal input exceeding 20 MW	István Tolnai	Teréz krt.	55-57	1062	Budapest	HU	10859	6809	10859	2798	10859	1823	6757	592	0	0	0		0		0																		
Hungary	100-Holding Account	Rába Energiaszolgáltató Kft. 	166	01-09-944154	open	Account holder	Rába Energiaszolgáltató Kft.	Martin út 1	22-24	9027	Győr	Hungary	166	Reptéri Kazántelep	HU-UHG5323-1-04	2005-01-01				1.(c)	Martin út	1	9027	Gyõr	HU	47.693489992	17.675946379	20-Combustion of fuels	Mária Kovács	Martin út	1	9027	Gyõr	HU	57319	25643	57319	35499	57319	31035	35226	23222	35226	25763	35226	29909	35226	9673	35226	9069	8794	13883	7870	6498	6972	6322	6102		5260		4444		3656		2896		
Hungary	100-Holding Account	RÁBA Futómû Gyártó és Kereskedelmi Kft. 	167	08-09-008494	open	Account holder	RÁBA Futómû Gyártó és Kereskedelmi Kft.	Martin út	1	9027	Gyõr	Hungary	167	Rába Futómu Kft. Reptéri telephely	HU-UHG5568-5-04	2005-01-01				2.(b)	Martin út	1	9027	Gyõr	HU	47.692786302	17.680334849	20-Combustion of fuels	Gergõ Márkus	Martin út	1	9027	Gyõr	HU	21219	16169	21219	14893	21219	13383	16045	12893	16045	5347	16045	7475	16045	6635	16045	6714	15256	6198	8935	5622	7914	5687	6923		5965		5036		4138		3273		
Hungary	100-Holding Account	RATH Hungária Tûzálló Kft 	168	01-09-901930	open	Account holder	RATH Hungária Tûzálló Kft	Porcelán utca	1	1106	Budapest	Hungary	168	Rath Hungária Tuzálló Rt.Téglagyár	HU-UHG5220-8A-04	2005-01-01				3.(g)	Porcelán utca	1	1106	Budapest	HU	47.486240986	19.168228755	32-Manufacture of ceramics	Anita Takácsné Hollós	Porcelán utca	1	1106	Budapest	HU	7671	8386	7671	7642	7671	7138	8616	6954	8616	6607	8616	6072	8616	6272	8616	5766	7061	6420	6939	5997	6814	6039	6689		6562		6434		6304		6175		
Hungary	100-Holding Account	Richter Gedeon Vegyészeti Gyár Nyilvánosan Mûködõ Rt. 	169	01-10-040944	open	Account holder	Richter Gedeon Vegyészeti Gyár Nyilvánosan Mûködõ Rt.	Gyömrõi út	19-21	1103	Budapest	Hungary	169	A Richter Gedeon Vegyészeti Gyár Rt. Kazántelep	HU-UHG5218-1-04	2005-01-01				4.(e)	Gyömrõi út	19-21	1103	Budapest	HU	47.473036	19.13888	20-Combustion of fuels	Tamás Maros	Gyömrõi út	19-21	1103	Budapest	HU	25273	15551	25273	17203	25273	19852	15431	22954	15431	22383	15431	21504	15431	27336	15431	22378	45443	19619	44654	19442	43855	20789	43048		42233		41409		40575		39739		
Hungary	100-Holding Account	Samsung SDI Magyarország Gyártó és Értékesítõ ZRt. 'v.a.' 	170	13-10-040717	closed	Account holder	Samsung SDI Magyarország Gyártó és Értékesítõ ZRt. 'v.a.'	Ipartelep Hrsz	6901	2132	Göd	Hungary	170	Samsung SDI Magyarország Rt. képcsogyára	HU-UHG5604-1-04	2005-01-01	2014-08-25				Ipartelep Hrsz	6901	2132	Göd	HU	47.679265308	19.167309126	20-Combustion of fuels	Márton Szíjjártó	Ipartelep Hrsz	6901	2132	Göd	HU	13988	9287	13988	12038	13988	6567	9215	2265	9215	1539	9215	1423	9215	1166	9215	1306	1885	732	0	137	0		0		0		0		0		0		
Hungary	100-Holding Account	SÁTO Tojásfeldolgozó és Kereskedelmi Kft. 	171	11-09-001771	closed	Account holder	SÁTO Tojásfeldolgozó és Kereskedelmi Kft.	Szél utca	4	1222	Budapest	Hungary	171	SÁTO Kft. Bp. Szél utcai telephelye	HU-UHG5638-1-04	2005-01-01					Szél utca	4	1222	Budapest	HU	47.418435888	19.034103486	1-Combustion installations with a rated thermal input exceeding 20 MW	Sándor Varga	Szél utca	4	1222	Budapest	HU	938	594	938	174	938							Not Reported																					
Hungary	100-Holding Account	Tisza-Therm Fûtõerõmû Kft. 	172	05-09-009230	open	Account holder	Tisza-Therm Fûtõerõmû Kft.	Tisza út	1/d	3580	Tiszaújváros	Hungary	172	Tiszaújvárosi Fűtőerőmű	HU-UHG1814-1-04	2005-01-01				1.(c)	Tisza út	1/d	3580	Tiszaújváros	HU	47.926298365	21.046056631	20-Combustion of fuels	Attila Lõrincz	Babér u.	1-5.	1131	Budapest	HU	34704	35094	34704	32203	34704	29434	32322	29581	32322	28692	32322	30002	32322	27934	32322	26753	16529	23480	14792	16696	13104	17337	11469		9886		8355		6872		5443		
Hungary	100-Holding Account	Veolia Energia ZRt. 	173	13-10-041573	open	Account holder	Veolia Energia ZRt.	Szabadság út	301.	2040	Budaörs	Hungary	173	SOTÁV Kft. telephelyén muködo gázmotoros eromu	HU-UHG5589-1-04	2005-01-01					Hõközpont utca	2	9400	Sopron	HU	47.675199347	16.597065068	20-Combustion of fuels	István Erdős	Hõközpont utca	2	9400	Sopron	HU	37197	39191	37197	39579	37197	36761	36096	33376	36096	29001	36096	31127	36096	23448	36096	12810	6291	14365	5630	20153	9974	20972	8730		7525		6359		5231		4143		
Hungary	100-Holding Account	Soproni Erõmû Kft. 	174	08-09-019412	open	Account holder	Soproni Erõmû Kft.	Somfalvi utca	3	9400	Sopron	Hungary	174	Soproni Futoeromu Kft.	HU-UHG5221-1-04	2005-01-01				1.(c)	Somfalvi utca	3	9400	Sopron	HU	47.690127039	16.569969775	20-Combustion of fuels	Levente Tasnádi-Tulogdi	Somfalvi utca	3	9400	Sopron	HU	45276	34917	45276	37221	45276	35407	32159	33342	32159	32731	32159	30319	32159	21567	32159	15467	13614	14828	11940	12002	10497	11034	9187		7920		6692		5505		4360		
Hungary	100-Holding Account	Sopron Holding Vagyonkezelõ Zrt. 	175	08-10-001790	open	Account holder	Sopron Holding Vagyonkezelõ Zrt.	Verõ József utca	1	9400	Sopron	Hungary	175	Sopron Holding Zrt. Kofaragó téri Futomu	HU-UHG5237-1-04	2005-01-01					Hõközpont utca	2	9400	Sopron	HU	47.675199347	16.597065068	20-Combustion of fuels	Bea Geisz Ádámné	Hõközpont utca	2	9400	Sopron	HU	13112	7889	13112	4143	13112	3823	7266	4044	7266	4411	7266	3449	7266	6701	7266	9457	3029	9556	2710	5709	2401	5417	2100		1809		1528		1256		993		
Hungary	100-Holding Account	R-GLASS Hungary Üvegipari Kft. 'f.a' 	176	12-09-005025	closed	Account holder	R-GLASS Hungary Üvegipari Kft. 'f.a'	Huta utca	1	3100	Salgótarján	Hungary	176	R-GLASS Hungary Kft.	HU-UHG5261-7-04	2005-01-01	2012-01-16			3.(e)	Huta utca	1	3100	Salgótarján	HU	48.097790016	19.801915737	7-Installations for the manufacture of glass including glass fibre	Zoltán Fehér	Huta utca	1	3100	Salgótarján	HU	18594	20723	18594	17092	18594	21626	23920	18900	23920	9063	23920	7	23920	7	0	Not Reported																	
Hungary	100-Holding Account	SVT WAMSLER Háztartástechnikai ZRt. 	177	12-10-001509	closed	Account holder	SVT WAMSLER Háztartástechnikai ZRt.	Rákóczi út	53-55	3100	Salgótarján	Hungary	177	SVT WAMSLER Háztartástechnikai Rt.	HU-UHG5148-5-04	2005-01-01				2.(b)	Rákóczi út	53-55	3100	Salgótarján	HU	48.09427837	19.798401711	5-Installations for the production of pig iron or steel (primary or secondary fusion) including continuous casting	János Szalai	Rákóczi út	53-55	3100	Salgótarján	HU	5582	5421	5582	5520	5582	5227						Not Reported																					
Hungary	100-Holding Account	IKV Zrt. 	178	06-10-000280	open	Account holder	IKV Zrt.	Dáni utca 14-16.	4	6722	Szeged	Hungary	178	Szeged Észak I/A futomu	HU-UHG2662-1-05	2005-01-01					Vág utca	4	6724	Szeged	HU	46.266913842	20.146593643	20-Combustion of fuels	Krisztina Rózsa	Vág utca	4	6724	Szeged	HU	5090	6113	5090	6242	5090	5335	5749	5577	5749	4381	5749	5398	5749	5119	5749	4402	3598	3648	3220	3006	2853	3421	2497		2152		1819		1497		1185		
Hungary	100-Holding Account	IKV Zrt. 	179	06-10-000280	open	Account holder	IKV Zrt.	Dáni utca 14-16.	4	6722	Szeged	Hungary	179	Szeged Észak I/b futomu	HU-UHG2663-1-05	2005-01-01					Temetõ utca Hrsz	11489/9	6724	Szeged	HU	46.268480122	20.154785294	20-Combustion of fuels	Krisztina Rózsa	Temetõ utca Hrsz	11489/9	6723	Szeged	HU	12935	12461	12935	10967	12935	9503	11477	9701	11477	8350	11477	9536	11477	11709	11477	12105	7501	11463	6713	9901	5946	11099	5202		4481		3784		3109		2460		
Hungary	100-Holding Account	IKV Zrt. 	180	06-10-000280	open	Account holder	IKV Zrt.	Dáni utca 14-16.	4	6722	Szeged	Hungary	180	Szeged Felsováros I. futomu	HU-UHG2664-1-05	2005-01-01					Vajda utca Hrsz	10246/12	6724	Szeged	HU	46.233169425	20.139881916	20-Combustion of fuels	Krisztina Rózsa	Vajda utca Hrsz	10246/12	6724	Szeged	HU	6938	5407	6938	5422	6938	3677	4980	3075	4980	3144	4980	3309	4980	5314	4980	7010	3287	6534	2942	5479	2606	6277	2280		1964		1659		1363		1078		
Hungary	100-Holding Account	IKV Zrt. 	181	06-10-000280	open	Account holder	IKV Zrt.	Dáni utca 14-16.	4	6722	Szeged	Hungary	181	Szeged Felsováros II. futomu	HU-UHG2665-1-05	2005-01-01					Tápai utca Hrsz	10313/13	6723	Szeged	HU	46.261167617	20.169163699	20-Combustion of fuels	Krisztina Rózsa	Tápai utca	-	6723	Szeged	HU	7511	12803	7511	13692	7511	12235	12611	12769	12611	12177	12611	11956	12611	11794	12611	8897	6992	7229	6257	6074	5543	6665	4852		4182		3534		2907		2303		
Hungary	100-Holding Account	IKV Zrt. 	182	06-10-000280	open	Account holder	IKV Zrt.	Dáni utca 14-16.	4	6722	Szeged	Hungary	182	Szegedi Hoszolgáltató Kft. Rókusi Futomu	HU-UHG2666-1-05	2005-01-01					Fûtõmû utca Hrsz	16297/33	6723	Szeged	HU	46.273058547	20.138259159	20-Combustion of fuels	Ferenc Jernei	Fûtõmû utca Hrsz	16297/33	6723	Szeged	HU	10399	8086	10399	7855	10399	6779	7447	5959	7447	6742	8276	9446	7447	10693	7447	11653	5748	10733	5144	9378	4556	10485	3987		3434		2899		2382		1885		
Hungary	100-Holding Account	Szegedi Tudományegyetem 	183	15237-26/2006	closed	Account holder	Szegedi Tudományegyetem	Dugonics tér	13	6725	Szeged	Hungary	183	Szegedi Tudományegyetem Központi Kazánház	HU-UHG2817-1-05	2005-01-01					Semmelweis utca	8	6725	Szeged	HU	46.241812362	20.146655826	1-Combustion installations with a rated thermal input exceeding 20 MW	Ákos Lukács	Semmelweis utca	8	6725	Szeged	HU	12116	8263	12116	7709	12116	7166						Not Reported																					
Hungary	100-Holding Account	SZÉPHŐ Székesfehérvári Épületfenntartó és Hőszolgáltató Zrt. 	184	07-10-001064	open	Account holder	SZÉPHŐ Székesfehérvári Épületfenntartó és Hőszolgáltató Zrt.	Honvéd u.1.	1/b	8000	Székesfehérvár	Hungary	184	SZÉPHŐ Zrt. Királysori Fűtőerőmű	HU-UHG5145-1-04	2005-01-01				1.(c)	Királysor	1/b	8000	Székesfehérvár	HU	47.194178684	18.422636565	20-Combustion of fuels	László Koós	Királysor	1/b	8000	Székesfehérvár	HU	59259	61464	59259	49593	59259	29512	56610	26555	56610	25703	56610	25635	92787	25062	56610	31237	31254	30469	27602	31897	24452	32963	21403		18449		15590		12824		10158		
Hungary	100-Holding Account	Szema Makó Téglagyártó Kft. 	185	06-09-005207	closed	Account holder	Szema Makó Téglagyártó Kft.	Járandó utca	124/4	6900	Makó	Hungary	185	Szema Makó Téglagyártó Kft.	HU-UHG5229-8A-04	2005-01-01	2012-12-31			3.(g)	Járandó utca	124/4	6900	Makó	HU	46.238784454	20.50758657	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	Sándor Varga	Járandó utca	124/4	6900	Makó	HU	5062	3391	5062	3515	5062	4683	5209	4186	5209	1590	5209	133	5209	64	5209	9																	
Hungary	100-Holding Account	Szentendrei Papírgyár ZRt. 	186	13-10-040174	closed	Account holder	Szentendrei Papírgyár ZRt.	Dózsa György utca	22	2000	Szentendre	Hungary	186	Szentendrei Papírgyár Rt. - Kazánház	HU-UHG5387-10-04	2005-01-01	2010-07-20				Dózsa György utca	22	2000	Szentendre	HU	47.648734022	19.073880252	9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board	Gyöngyi Fekete	Dózsa György utca	22	2000	Szentendre	HU	5927	3177	5927	47	5927	0	0	0	0	0	0		0		0																		
Hungary	100-Holding Account	Szentesi Téglagyár Ipari és Kereskedelmi Kft. 'f.a.' 	187	06-09-008910	open	Account holder	Szentesi Téglagyár Ipari és Kereskedelmi Kft. 'f.a.'	Téglagyári út	6	6600	Szentes	Hungary	187	Szentesi Téglagyár Ipari és Kereskedelmi Kft.	HU-UHG5302-8A-04	2005-01-01				3.(g)	Téglagyári utca	6	6600	Szentes	HU	46.64132618	20.283920499	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	Lajos Vajda	Téglagyári utca	6	6600	Szentes	HU	9386	5105	9386	3688	9386	4570	6996	4490	6996	1785	6996	6	6996	Not Reported	0	Not Reported		Not Reported		Not Reported		Not Reported											
Hungary	100-Holding Account	Szombathelyi Távhõszolgáltató Kft. 	188	18-09-101139	open	Account holder	Szombathelyi Távhõszolgáltató Kft.	Március 15. tér	5/a	9700	Szombathely	Hungary	188	Szombathelyi Távhoszolgáltató Kft. - Vízönto u.	HU-UHG5214-1-04	2005-01-01					Vízöntõ utca	7	9700	Szombathely	HU	47.248734254	16.602662348	1-Combustion installations with a rated thermal input exceeding 20 MW	Zita Gregor	Bem József utca	2/C. 4/14.	9700	Szombathely	HU	36302	37874	36302	37017	36302	27456	19792	18301	19792	19441	19792	18246	19792	16097	19792	14629	9210	15520	8242	12424	7302	15561	6391		5509		4655		3830		3033		
Hungary	100-Holding Account	Tapolcafõi Téglaipari Kft. 	189	19-09-501555	open	Account holder	Tapolcafõi Téglaipari Kft.	Tóradûlõ utca Hrsz	9075/2	8598	Pápa	Hungary	189	Téglagyár Tapolcafo	HU-UHG5411-8A-04	2005-01-01				3.(g)	Tóradûlõ utca Hrsz	9075/2	8598	Pápa	HU	47.288112938	17.51115656	32-Manufacture of ceramics	Péter Piller	Tóradûlõ utca Hrsz	9075/2	8598	Pápa	HU	9535	4916	9535	4702	9535	5371	7350	4627	7350	3890	7350	2331	7350	2753	7350	1197	1792	1567	1761	1183	1730	2143	2743		2692		2640		2586		2532		
Hungary	100-Holding Account	Salgó Vagyon Salgótarjáni Önkormányzati Vagyonkezelő és Távhőszolgáltató Kft. 	190	12-09-001857	open	Account holder	Salgó Vagyon Salgótarjáni Önkormányzati Vagyonkezelő és Távhőszolgáltató Kft.	Park út	12.	3104	Salgótarján	Hungary	190	Városi Futomu	HU-UHG5304-1-04	2005-01-01					Salgó út	52	3100	Salgótarján	HU	48.115903471	19.82366441	20-Combustion of fuels	István Kaszás	Park út	12.	3104	Salgótarján	HU	18934	16975	18934	15678	18934	13520	15634	12229	15634	6682	15634	7475	15634	6109	15634	6256	6091	5418	4971	5149	4402	3689	3850		3315		2798		2297		1816		
Hungary	100-Holding Account	Tatabánya Erõmû Kft. 	191	11-09-006930	open	Account holder	Tatabánya Erõmû Kft.	Vájár köz	2	2800	Tatabánya	Hungary	191	Tatabánya Eromu Kft.	HU-UHG5180-1-04	2005-01-01				1.(c)	Vájár köz	2	2800	Tatabánya	HU	47.560366281	18.426756794	20-Combustion of fuels	Zoltán Kamarás	Vájár köz	2	2800	Tatabánya	HU	141789	149417	141789	139239	141789	127670	137616	129884	137616	133112	137616	130021	137616	114061	137616	100452	71823	100593	63303	86318	56080	75317	49086		42310		35755		29412		23296		
Hungary	100-Holding Account	Dunakeszi Közüzemi Kft. 	192	13-09-069212	closed	Account holder	Dunakeszi Közüzemi Kft.	Tallér utca	1	2120	Dunakeszi	Hungary	192	Termidor Kft. Tallér úti Futomue	HU-UHG2783-1-05	2005-01-01	2012-12-10				Tallér utca	1	2120	Dunakeszi	HU	47.64171961	19.129640485	1-Combustion installations with a rated thermal input exceeding 20 MW	Levente Havas	Tallér utca	1	2102	Dunakeszi	HU	7135	4858	7135	4354	7135	3991	4474	4014	4474	3583	4474	3827	4474	4858	4474	3827																	
Hungary	100-Holding Account	TEVA Gyógyszergyár ZRt. 	193	09-10-000016	open	Account holder	TEVA Gyógyszergyár ZRt.	Pallagi út	13	4042	Debrecen	Hungary	193	TEVA Gyógyszergyár Zrt. Kazánház és Gázt.Kiser.	HU-UHG5162-1-04	2005-01-01				4.(e)	Pallagi út	13	4042	Debrecen	HU	47.564966099	21.632708655	20-Combustion of fuels	Réka Nagy	Pallagi út	13	4042	Debrecen	HU	33224	37044	33224	30657	33224	29184	36759	29132	36759	26902	36759	31229	36759	33185	46626	46690	27825	36443	27342	42347	26853	44805	26359		25860		25355		24845		24332		
Hungary	100-Holding Account	MOL Petrolkémia Zrt. 	194	05-10-000065	open	Account holder	MOL Petrolkémia Zrt.	TVK-Ipartelep, TVK Központi Irodaház Hrsz.	2119/3 ép. 136	3581	Tiszaújváros	Hungary	194	Tiszaújvárosi TVK Ipartelep	HU-UHG5479-1-04	2005-01-01				4.(a).VIII	Gyári út	1	3580	Tiszaújváros	HU	47.91444194	21.028128694	42-Production of bulk chemicals	Adrienn Beszterczeyné Nagy	Gyári út	1	3580	Tiszaújváros	HU	17854	78	17854	69	17854	27	1224945	1147068	1224945	1056552	1224945	1127707	1224945	1116721	1224945	916229	842922	991726	828282	995285	813468	1069296	798501		783372		768097		752631		737110		
Hungary	100-Holding Account	Tolna Megyei Önkormányzat Balassa János Kórháza 	195	66/2001 (X.12)	closed	Account holder	Tolna Megyei Önkormányzat Balassa János Kórháza	Béri Balogh Ádám utca	05-07	7100	Szekszárd	Hungary	195	Balassa János Kórház	HU-UHG5114-1-04	2005-01-01	2012-05-17				Bródy Sándor utca	1	7100	Szekszárd	HU	46.341965821	18.694226996	1-Combustion installations with a rated thermal input exceeding 20 MW	József Breitenbach	Bródy Sándor utca	1	7100	Szekszárd	HU	6574	5342	6574	4454	6574	4530	5301	4697	5301	3650	5301	3028	5301	2758	5301	Not Reported																	
Hungary	100-Holding Account	Tondach Magyarország Zrt. 	196	08-10-001776	open	Account holder	Tondach Magyarország Zrt.	Cserépgyári út	1.	9300	Csorna	Hungary	196	Csornai Gyáregység	HU-UHG5380-8A-04	2005-01-01				3.(g)	Soproni út	66	9300	Csorna	HU	47.608064271	17.23977574	32-Manufacture of ceramics	Ferenc Tóth	Soproni út	66	9300	Csorna	HU	7839	7319	7839	7214	7839	7478	8143	7316	8143	6892	8143	5930	8143	6763	8143	6634	6064	6574	5958	6268	5852	6017	5744		5635		5525		5414		5302		
Hungary	100-Holding Account	Tondach Magyarország Zrt. 	197	08-10-001776	closed	Account holder	Tondach Magyarország Zrt.	Cserépgyári út	1.	9300	Csorna	Hungary	197	Jamina Gyáregység	HU-UHG5523-8A-04	2005-01-01	2015-06-05			3.(g)	Orosházi utca	88	5600	Békéscsaba	HU	46.665808353	21.070254389	32-Manufacture of ceramics	András Balogh	Orosházi utca	88	5600	Békéscsaba	HU	28698	26454	28698	27444	28698	26955	30289	26473	30289	15625	30289	11529	30289	7880	30289	207	12276	106	12063	87	0		0		0		0		0		0		
Hungary	100-Holding Account	Tondach Magyarország Zrt. 	198	08-10-001776	closed	Account holder	Tondach Magyarország Zrt.	Cserépgyári út	1.	9300	Csorna	Hungary	198	Tatai Gyáregység	HU-UHG5524-8A-04	2005-01-01	2010-03-09			3.(g)	Faller Jenõ utca	9	2890	Tata	HU	47.652878873	18.345289617	8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	Ferenc Tóth	Faller Jenõ utca	9	2890	Tata	HU	23253	21928	23253	15306	23253	17531	20674	8611	0	0	0		0		0																		
Hungary	100-Holding Account	Tondach Magyarország Zrt. 	199	08-10-001776	open	Account holder	Tondach Magyarország Zrt.	Cserépgyári út	1.	9300	Csorna	Hungary	199	Csabai Gyáregység	HU-UHG5525-8A-04	2005-01-01				3.(g)	Kétegyházi út Hrsz	2631	5600	Békéscsaba	HU	46.655410315	21.108026234	32-Manufacture of ceramics	Ferenc Tóth	Kétegyházi út Hrsz	2631	5600	Békéscsaba	HU	20723	19931	20723	21233	20723	19202	21911	24731	21911	37661	83933	32034	42585	40697	44643	42565	17342	26491	17042	32134	16736	30177	16428		16117		15802		15485		15165		
Hungary	100-Holding Account	TVK-ERÕMÛ Termelõ és Szolgáltató Kft. 	200	05-09-007873	open	Account holder	TVK-ERÕMÛ Termelõ és Szolgáltató Kft.	Gyári út TVK-Ipartelep	-	3580	Tiszaújváros	Hungary	200	TVK Eromu Kft.	HU-UHG5392-1-04	2005-01-01				1.(c)	TVK Ipartelep, Gyári út Hrsz	2093/3	3580	Tiszaújváros	HU	47.914411958	21.023015612	20-Combustion of fuels	Gömöriné Tóth Emese	Gyári út	1	3580	Tiszaújváros	HU	150293	157691	150293	171212	150293	173211	169894	178957	169894	167696	169894	153225	169894	151594	169894	151790	0	143963	0	142480	0	136469	0		0		0		0		0		
Hungary	100-Holding Account	UNILEVER Magyarország Gyártó és Kereskedelmi Kft. 	201	01-09-078247	closed	Account holder	UNILEVER Magyarország Gyártó és Kereskedelmi Kft.	Váci út	182	1138	Budapest	Hungary	201	UNILEVER Magyarország Kft.	HU-UHG5560-1-04	2005-01-01					Horváth Mihály utca	2	1151	Budapest	HU	47.571737615	19.123418751	1-Combustion installations with a rated thermal input exceeding 20 MW	Éva Farkas	Horváth Mihály utca	2	1151	Budapest	HU	9917	4329	9917	1966	9917							Not Reported																					
Hungary	100-Holding Account	URSA Salgótarjáni Üveggyapot ZRt. 	202	01-10-046746	closed	Account holder	URSA Salgótarjáni Üveggyapot ZRt.	Budapesti út	31	3104	Salgótarján	Hungary	202	URSA Salgótarjáni Üveggyapot Rt.	HU-UHG5112-7-04	2005-01-01	2010-03-09			3.(e)	Budapesti út	31	3104	Salgótarján	HU	48.068327422	19.78375377	7-Installations for the manufacture of glass including glass fibre	Csaba Skoda	Budapesti út	31	3104	Salgótarján	HU	9659	10159	9659	10001	9659	10126	10790	8778	10790	2301	0		0		0																		
Hungary	100-Holding Account	Váci Távhõszolgáltatási Kft. 	203	13-09-072931	closed	Account holder	Váci Távhõszolgáltatási Kft.	Zrínyi utca	9	2600	Vác	Hungary	203	Alsóvárosi Futomuve	HU-UHG0131-1-04	2005-01-01	2014-05-07				Vásár utca	4	2600	Vác	HU	47.772796814	19.146853819	20-Combustion of fuels	Jeno Benicsek	Vásár utca	4	2600	Vác	HU	7604	6587	7604	5807	7604	4817	6067	4686	6067	3708	6067	4097	6067	5138	6067	5041	3934	4872	3520	2205	0		0		0		0		0		0		
Hungary	100-Holding Account	Várpalotai Közüzemi Kft. 	204	19-09-505188	open	Account holder	Várpalotai Közüzemi Kft.	Fehérvári út	7	8100	Várpalota	Hungary	204	Várpalota Hétvezér utcai Futomu	HU-UHG5320-1-04	2005-01-01					Hétvezér utca	6	8100	Várpalota	HU	47.199487174	18.149408474	20-Combustion of fuels	Csabáné Kiss	Hétvezér utca	6	8100	Várpalota	HU	16823	17526	16823	16295	16823	14472	16142	14685	16142	13505	16142	14365	16142	12250	16142	11496	10278	7386	9197	8295	8148	9298	7131		6147		5195		4273		3385		
Hungary	100-Holding Account	Vértesi Erőmű Zrt. 	205	11-10-001396	open	Account holder	Vértesi Erőmű Zrt.	Külterület Hrsz	0718/10.	2840	Oroszlány	Hungary	205	Vértesi Erőmű Rt. Oroszlányi Erőmű	HU-UHG5198-1-04	2005-01-01				1.(c)	Külterület Hrsz	0718/10.	2840	Oroszlány	HU	47.501710029	18.271036244	20-Combustion of fuels	Istvánné Eke	Külterület Hrsz	0718/5	2841	Oroszlány	HU	1728503	1702685	1728503	1558331	1728503	1630456	1266114	1352479	1266114	913176	966577	722135	966577	957379	966577	1172883	23067489301****	1037920	19081	665585	15521	427101	12375		10465		8844		7275		5762		
